,ano,id_municipio,municipio,total_roubos,total_furtos,pol_civis_mortos_serv,pol_militares_mortos_serv,lat_long,populacao
429,2016,3302601,mangaratiba,,,,,"-22.9617119412,-44.0411265454",45941
430,2017,3302601,mangaratiba,,,,,"-22.9617119412,-44.0411265454",45941
431,2018,3302601,mangaratiba,,,,,"-22.9617119412,-44.0411265454",45941
432,2019,3302601,mangaratiba,,,,,"-22.9617119412,-44.0411265454",45941
433,2020,3302601,mangaratiba,,,,,"-22.9617119412,-44.0411265454",45941
434,2014,3302809,mendes,,,,,"-22.5174226019,-43.7214868877",18681
435,2015,3302809,mendes,,,,,"-22.5174226019,-43.7214868877",18681
436,2016,3302809,mendes,,,,,"-22.5174226019,-43.7214868877",18681
437,2017,3302809,mendes,,,,,"-22.5174226019,-43.7214868877",18681
438,2018,3302809,mendes,,,,,"-22.5174226019,-43.7214868877",18681
439,2019,3302809,mendes,,,,,"-22.5174226019,-43.7214868877",18681
440,2020,3302809,mendes,,,,,"-22.5174226019,-43.7214868877",18681
441,2014,3302908,miguel pereira,,,,,"-22.4554266084,-43.4746761215",25622
442,2015,3302908,miguel pereira,,,,,"-22.4554266084,-43.4746761215",25622
443,2016,3302908,miguel pereira,,,,,"-22.4554266084,-43.4746761215",25622
444,2017,3302908,miguel pereira,,,,,"-22.4554266084,-43.4746761215",25622
445,2018,3302908,miguel pereira,,,,,"-22.4554266084,-43.4746761215",25622
446,2019,3302908,miguel pereira,,,,,"-22.4554266084,-43.4746761215",25622
447,2020,3302908,miguel pereira,,,,,"-22.4554266084,-43.4746761215",25622
448,2014,3303005,miracema,,,,,"-21.4111632992,-42.1984114072",27134
449,2015,3303005,miracema,,,,,"-21.4111632992,-42.1984114072",27134
450,2016,3303005,miracema,,,,,"-21.4111632992,-42.1984114072",27134
451,2017,3303005,miracema,,,,,"-21.4111632992,-42.1984114072",27134
452,2018,3303005,miracema,,,,,"-21.4111632992,-42.1984114072",27134
453,2019,3303005,miracema,,,,,"-21.4111632992,-42.1984114072",27134
454,2020,3303005,miracema,,,,,"-21.4111632992,-42.1984114072",27134
455,2014,3303104,natividade,,,,,"-21.043756989,-41.9764403133",15305
456,2015,3303104,natividade,,,,,"-21.043756989,-41.9764403133",15305
457,2016,3303104,natividade,,,,,"-21.043756989,-41.9764403133",15305
458,2017,3303104,natividade,,,,,"-21.043756989,-41.9764403133",15305
459,2018,3303104,natividade,,,,,"-21.043756989,-41.9764403133",15305
460,2019,3303104,natividade,,,,,"-21.043756989,-41.9764403133",15305
461,2020,3303104,natividade,,,,,"-21.043756989,-41.9764403133",15305
462,2014,3303708,paraiba do sul,,,,,"-22.1619815422,-43.2895444648",44741
463,2015,3303708,paraiba do sul,,,,,"-22.1619815422,-43.2895444648",44741
464,2016,3303708,paraiba do sul,,,,,"-22.1619815422,-43.2895444648",44741
465,2017,3303708,paraiba do sul,,,,,"-22.1619815422,-43.2895444648",44741
466,2018,3303708,paraiba do sul,,,,,"-22.1619815422,-43.2895444648",44741
467,2019,3303708,paraiba do sul,,,,,"-22.1619815422,-43.2895444648",44741
468,2020,3303708,paraiba do sul,,,,,"-22.1619815422,-43.2895444648",44741
469,2014,3303807,paraty,,,,,"-23.2194136073,-44.710858502",44175
470,2015,3303807,paraty,,,,,"-23.2194136073,-44.710858502",44175
471,2016,3303807,paraty,,,,,"-23.2194136073,-44.710858502",44175
472,2017,3303807,paraty,,,,,"-23.2194136073,-44.710858502",44175
473,2018,3303807,paraty,,,,,"-23.2194136073,-44.710858502",44175
474,2019,3303807,paraty,,,,,"-23.2194136073,-44.710858502",44175
475,2020,3303807,paraty,,,,,"-23.2194136073,-44.710858502",44175
476,2014,3303856,paty do alferes,,,,,"-22.4274146332,-43.4248709167",27942
477,2015,3303856,paty do alferes,,,,,"-22.4274146332,-43.4248709167",27942
478,2016,3303856,paty do alferes,,,,,"-22.4274146332,-43.4248709167",27942
479,2017,3303856,paty do alferes,,,,,"-22.4274146332,-43.4248709167",27942
480,2018,3303856,paty do alferes,,,,,"-22.4274146332,-43.4248709167",27942
481,2019,3303856,paty do alferes,,,,,"-22.4274146332,-43.4248709167",27942
482,2020,3303856,paty do alferes,,,,,"-22.4274146332,-43.4248709167",27942
483,2014,3303955,pinheiral,,,,,"-22.5156739858,-44.000354557",25563
484,2015,3303955,pinheiral,,,,,"-22.5156739858,-44.000354557",25563
485,2016,3303955,pinheiral,,,,,"-22.5156739858,-44.000354557",25563
486,2017,3303955,pinheiral,,,,,"-22.5156739858,-44.000354557",25563
487,2018,3303955,pinheiral,,,,,"-22.5156739858,-44.000354557",25563
488,2019,3303955,pinheiral,,,,,"-22.5156739858,-44.000354557",25563
489,2020,3303955,pinheiral,,,,,"-22.5156739858,-44.000354557",25563
490,2014,3304003,pirai,,,,,"-22.6287569098,-43.8993511858",29802
491,2015,3304003,pirai,,,,,"-22.6287569098,-43.8993511858",29802
492,2016,3304003,pirai,,,,,"-22.6287569098,-43.8993511858",29802
493,2017,3304003,pirai,,,,,"-22.6287569098,-43.8993511858",29802
494,2018,3304003,pirai,,,,,"-22.6287569098,-43.8993511858",29802
495,2019,3304003,pirai,,,,,"-22.6287569098,-43.8993511858",29802
496,2020,3304003,pirai,,,,,"-22.6287569098,-43.8993511858",29802
497,2014,3304102,porciuncula,,,,,"-20.962607627,-42.0401563585",19068
498,2015,3304102,porciuncula,,,,,"-20.962607627,-42.0401563585",19068
499,2016,3304102,porciuncula,,,,,"-20.962607627,-42.0401563585",19068
500,2017,3304102,porciuncula,,,,,"-20.962607627,-42.0401563585",19068
501,2018,3304102,porciuncula,,,,,"-20.962607627,-42.0401563585",19068
502,2019,3304102,porciuncula,,,,,"-20.962607627,-42.0401563585",19068
503,2020,3304102,porciuncula,,,,,"-20.962607627,-42.0401563585",19068
504,2014,3304110,porto real,,,,,"-22.4329484238,-44.296900735",20254
505,2015,3304110,porto real,,,,,"-22.4329484238,-44.296900735",20254
506,2016,3304110,porto real,,,,,"-22.4329484238,-44.296900735",20254
507,2017,3304110,porto real,,,,,"-22.4329484238,-44.296900735",20254
508,2018,3304110,porto real,,,,,"-22.4329484238,-44.296900735",20254
509,2019,3304110,porto real,,,,,"-22.4329484238,-44.296900735",20254
510,2020,3304110,porto real,,,,,"-22.4329484238,-44.296900735",20254
511,2014,3304128,quatis,,,,,"-22.4099186617,-44.2627113016",14562
512,2015,3304128,quatis,,,,,"-22.4099186617,-44.2627113016",14562
513,2016,3304128,quatis,,,,,"-22.4099186617,-44.2627113016",14562
514,2017,3304128,quatis,,,,,"-22.4099186617,-44.2627113016",14562
515,2018,3304128,quatis,,,,,"-22.4099186617,-44.2627113016",14562
516,2019,3304128,quatis,,,,,"-22.4099186617,-44.2627113016",14562
517,2020,3304128,quatis,,,,,"-22.4099186617,-44.2627113016",14562
518,2014,3304151,quissama,,,,,"-22.1066401655,-41.4725094001",25535
519,2015,3304151,quissama,,,,,"-22.1066401655,-41.4725094001",25535
520,2016,3304151,quissama,,,,,"-22.1066401655,-41.4725094001",25535
521,2017,3304151,quissama,,,,,"-22.1066401655,-41.4725094001",25535
522,2018,3304151,quissama,,,,,"-22.1066401655,-41.4725094001",25535
523,2019,3304151,quissama,,,,,"-22.1066401655,-41.4725094001",25535
524,2020,3304151,quissama,,,,,"-22.1066401655,-41.4725094001",25535
525,2014,3304409,rio claro,,,,,"-22.731726834,-44.1394056377",18677
526,2015,3304409,rio claro,,,,,"-22.731726834,-44.1394056377",18677
527,2016,3304409,rio claro,,,,,"-22.731726834,-44.1394056377",18677
528,2017,3304409,rio claro,,,,,"-22.731726834,-44.1394056377",18677
529,2018,3304409,rio claro,,,,,"-22.731726834,-44.1394056377",18677
530,2019,3304409,rio claro,,,,,"-22.731726834,-44.1394056377",18677
531,2020,3304409,rio claro,,,,,"-22.731726834,-44.1394056377",18677
532,2014,3304508,rio das flores,,,,,"-22.1718622438,-43.5764329481",9401
533,2015,3304508,rio das flores,,,,,"-22.1718622438,-43.5764329481",9401
534,2016,3304508,rio das flores,,,,,"-22.1718622438,-43.5764329481",9401
535,2017,3304508,rio das flores,,,,,"-22.1718622438,-43.5764329481",9401
536,2018,3304508,rio das flores,,,,,"-22.1718622438,-43.5764329481",9401
537,2019,3304508,rio das flores,,,,,"-22.1718622438,-43.5764329481",9401
538,2020,3304508,rio das flores,,,,,"-22.1718622438,-43.5764329481",9401
539,2014,3304607,santa maria madalena,,,,,"-21.9660944707,-42.0144449928",10380
540,2015,3304607,santa maria madalena,,,,,"-21.9660944707,-42.0144449928",10380
541,2016,3304607,santa maria madalena,,,,,"-21.9660944707,-42.0144449928",10380
542,2017,3304607,santa maria madalena,,,,,"-21.9660944707,-42.0144449928",10380
543,2018,3304607,santa maria madalena,,,,,"-21.9660944707,-42.0144449928",10380
544,2019,3304607,santa maria madalena,,,,,"-21.9660944707,-42.0144449928",10380
545,2020,3304607,santa maria madalena,,,,,"-21.9660944707,-42.0144449928",10380
546,2014,3304706,santo antonio de padua,,,,,"-21.5359771209,-42.1779115575",42705
547,2015,3304706,santo antonio de padua,,,,,"-21.5359771209,-42.1779115575",42705
548,2016,3304706,santo antonio de padua,,,,,"-21.5359771209,-42.1779115575",42705
549,2017,3304706,santo antonio de padua,,,,,"-21.5359771209,-42.1779115575",42705
550,2018,3304706,santo antonio de padua,,,,,"-21.5359771209,-42.1779115575",42705
551,2019,3304706,santo antonio de padua,,,,,"-21.5359771209,-42.1779115575",42705
552,2020,3304706,santo antonio de padua,,,,,"-21.5359771209,-42.1779115575",42705
553,2014,3304755,sao francisco de itabapoana,,,,,"-21.4801381323,-41.1177197286",42214
554,2015,3304755,sao francisco de itabapoana,,,,,"-21.4801381323,-41.1177197286",42214
555,2016,3304755,sao francisco de itabapoana,,,,,"-21.4801381323,-41.1177197286",42214
556,2017,3304755,sao francisco de itabapoana,,,,,"-21.4801381323,-41.1177197286",42214
557,2018,3304755,sao francisco de itabapoana,,,,,"-21.4801381323,-41.1177197286",42214
558,2019,3304755,sao francisco de itabapoana,,,,,"-21.4801381323,-41.1177197286",42214
559,2020,3304755,sao francisco de itabapoana,,,,,"-21.4801381323,-41.1177197286",42214
560,2014,3304805,sao fidelis,,,,,"-21.6436265466,-41.7555923123",38749
561,2015,3304805,sao fidelis,,,,,"-21.6436265466,-41.7555923123",38749
562,2016,3304805,sao fidelis,,,,,"-21.6436265466,-41.7555923123",38749
563,2017,3304805,sao fidelis,,,,,"-21.6436265466,-41.7555923123",38749
564,2018,3304805,sao fidelis,,,,,"-21.6436265466,-41.7555923123",38749
565,2019,3304805,sao fidelis,,,,,"-21.6436265466,-41.7555923123",38749
566,2020,3304805,sao fidelis,,,,,"-21.6436265466,-41.7555923123",38749
567,2014,3305000,sao joao da barra,,,,,"-21.6404577524,-41.0503481455",36731
568,2015,3305000,sao joao da barra,,,,,"-21.6404577524,-41.0503481455",36731
569,2016,3305000,sao joao da barra,,,,,"-21.6404577524,-41.0503481455",36731
570,2017,3305000,sao joao da barra,,,,,"-21.6404577524,-41.0503481455",36731
571,2018,3305000,sao joao da barra,,,,,"-21.6404577524,-41.0503481455",36731
572,2019,3305000,sao joao da barra,,,,,"-21.6404577524,-41.0503481455",36731
573,2020,3305000,sao joao da barra,,,,,"-21.6404577524,-41.0503481455",36731
574,2014,3305133,sao jose de uba,,,,,"-21.3602211098,-41.9412319414",7240
575,2015,3305133,sao jose de uba,,,,,"-21.3602211098,-41.9412319414",7240
576,2016,3305133,sao jose de uba,,,,,"-21.3602211098,-41.9412319414",7240
577,2017,3305133,sao jose de uba,,,,,"-21.3602211098,-41.9412319414",7240
578,2018,3305133,sao jose de uba,,,,,"-21.3602211098,-41.9412319414",7240
579,2019,3305133,sao jose de uba,,,,,"-21.3602211098,-41.9412319414",7240
580,2020,3305133,sao jose de uba,,,,,"-21.3602211098,-41.9412319414",7240
581,2014,3305158,sao jose do vale do rio preto,,,,,"-22.1497395105,-42.9233683013",22032
582,2015,3305158,sao jose do vale do rio preto,,,,,"-22.1497395105,-42.9233683013",22032
583,2016,3305158,sao jose do vale do rio preto,,,,,"-22.1497395105,-42.9233683013",22032
584,2017,3305158,sao jose do vale do rio preto,,,,,"-22.1497395105,-42.9233683013",22032
585,2018,3305158,sao jose do vale do rio preto,,,,,"-22.1497395105,-42.9233683013",22032
586,2019,3305158,sao jose do vale do rio preto,,,,,"-22.1497395105,-42.9233683013",22032
587,2020,3305158,sao jose do vale do rio preto,,,,,"-22.1497395105,-42.9233683013",22032
588,2014,3305307,sao sebastiao do alto,,,,,"-21.9544634109,-42.1302196785",9416
589,2015,3305307,sao sebastiao do alto,,,,,"-21.9544634109,-42.1302196785",9416
590,2016,3305307,sao sebastiao do alto,,,,,"-21.9544634109,-42.1302196785",9416
591,2017,3305307,sao sebastiao do alto,,,,,"-21.9544634109,-42.1302196785",9416
592,2018,3305307,sao sebastiao do alto,,,,,"-21.9544634109,-42.1302196785",9416
593,2019,3305307,sao sebastiao do alto,,,,,"-21.9544634109,-42.1302196785",9416
594,2020,3305307,sao sebastiao do alto,,,,,"-21.9544634109,-42.1302196785",9416
595,2014,3305406,sapucaia,,,,,"-21.9939558652,-42.9141753605",18270
596,2015,3305406,sapucaia,,,,,"-21.9939558652,-42.9141753605",18270
597,2016,3305406,sapucaia,,,,,"-21.9939558652,-42.9141753605",18270
598,2017,3305406,sapucaia,,,,,"-21.9939558652,-42.9141753605",18270
599,2018,3305406,sapucaia,,,,,"-21.9939558652,-42.9141753605",18270
600,2019,3305406,sapucaia,,,,,"-21.9939558652,-42.9141753605",18270
601,2020,3305406,sapucaia,,,,,"-21.9939558652,-42.9141753605",18270
602,2014,3305604,silva jardim,,,,,"-22.6543301984,-42.3898259274",21775
603,2015,3305604,silva jardim,,,,,"-22.6543301984,-42.3898259274",21775
604,2016,3305604,silva jardim,,,,,"-22.6543301984,-42.3898259274",21775
605,2017,3305604,silva jardim,,,,,"-22.6543301984,-42.3898259274",21775
606,2018,3305604,silva jardim,,,,,"-22.6543301984,-42.3898259274",21775
607,2019,3305604,silva jardim,,,,,"-22.6543301984,-42.3898259274",21775
608,2020,3305604,silva jardim,,,,,"-22.6543301984,-42.3898259274",21775
609,2014,3305703,sumidouro,,,,,"-22.0506694108,-42.6786255811",15709
610,2015,3305703,sumidouro,,,,,"-22.0506694108,-42.6786255811",15709
611,2016,3305703,sumidouro,,,,,"-22.0506694108,-42.6786255811",15709
612,2017,3305703,sumidouro,,,,,"-22.0506694108,-42.6786255811",15709
613,2018,3305703,sumidouro,,,,,"-22.0506694108,-42.6786255811",15709
614,2019,3305703,sumidouro,,,,,"-22.0506694108,-42.6786255811",15709
615,2020,3305703,sumidouro,,,,,"-22.0506694108,-42.6786255811",15709
616,2014,3305752,tangua,,,,,"-22.7339374343,-42.7211719484",34898
617,2015,3305752,tangua,,,,,"-22.7339374343,-42.7211719484",34898
618,2016,3305752,tangua,,,,,"-22.7339374343,-42.7211719484",34898
619,2017,3305752,tangua,,,,,"-22.7339374343,-42.7211719484",34898
620,2018,3305752,tangua,,,,,"-22.7339374343,-42.7211719484",34898
621,2019,3305752,tangua,,,,,"-22.7339374343,-42.7211719484",34898
622,2020,3305752,tangua,,,,,"-22.7339374343,-42.7211719484",34898
623,2014,3305901,trajano de moraes,,,,,"-22.0613797048,-42.0548152486",10653
624,2015,3305901,trajano de moraes,,,,,"-22.0613797048,-42.0548152486",10653
625,2016,3305901,trajano de moraes,,,,,"-22.0613797048,-42.0548152486",10653
626,2017,3305901,trajano de moraes,,,,,"-22.0613797048,-42.0548152486",10653
627,2018,3305901,trajano de moraes,,,,,"-22.0613797048,-42.0548152486",10653
628,2019,3305901,trajano de moraes,,,,,"-22.0613797048,-42.0548152486",10653
629,2020,3305901,trajano de moraes,,,,,"-22.0613797048,-42.0548152486",10653
630,2014,3306156,varre-sai,,,,,"-20.9292976639,-41.8632953883",11208
631,2015,3306156,varre-sai,,,,,"-20.9292976639,-41.8632953883",11208
632,2016,3306156,varre-sai,,,,,"-20.9292976639,-41.8632953883",11208
633,2017,3306156,varre-sai,,,,,"-20.9292976639,-41.8632953883",11208
634,2018,3306156,varre-sai,,,,,"-20.9292976639,-41.8632953883",11208
635,2019,3306156,varre-sai,,,,,"-20.9292976639,-41.8632953883",11208
636,2020,3306156,varre-sai,,,,,"-20.9292976639,-41.8632953883",11208
637,2014,3306206,vassouras,,,,,"-22.409007573,-43.6638740245",37262
638,2015,3306206,vassouras,,,,,"-22.409007573,-43.6638740245",37262
639,2016,3306206,vassouras,,,,,"-22.409007573,-43.6638740245",37262
640,2017,3306206,vassouras,,,,,"-22.409007573,-43.6638740245",37262
641,2018,3306206,vassouras,,,,,"-22.409007573,-43.6638740245",37262
642,2019,3306206,vassouras,,,,,"-22.409007573,-43.6638740245",37262
643,2020,3306206,vassouras,,,,,"-22.409007573,-43.6638740245",37262
